

Servicio Meteorológico Nacional
Red: SMN
Estación: ESCNALCIENCIASBIOLOGICAS
Estado: Ciudad de México
Municipio: Miguel Hidalgo
Latitud (N): 19.45361111
Longitud (O): -99.17111111
Altitud: 2262

Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2020-07-02 05:30:00,2020-07-02 10:30:00,306.0,318.0,8.5,14.9,16.3,100,779.4,0,0,
2020-07-02 05:20:00,2020-07-02 10:20:00,306.0,308.0,10.6,20,16.2,100,779.5,0,0,
2020-07-02 05:10:00,2020-07-02 10:10:00,325.0,330.0,10.2,15.4,16.2,100,779.4,0,0,
2020-07-02 05:00:00,2020-07-02 10:00:00,332.0,340.0,11.4,17.7,16.3,100,779.4,0,0,
2020-07-02 04:50:00,2020-07-02 09:50:00,331.0,330.0,10.8,16.6,16.4,100,779.4,0,0,
2020-07-02 04:40:00,2020-07-02 09:40:00,322.0,337.0,9.1,15.4,16.4,100,779.4,0,0,
2020-07-02 04:30:00,2020-07-02 09:30:00,304.0,296.0,7.1,13.1,16.4,100,779.3,0,0,
2020-07-02 04:20:00,2020-07-02 09:20:00,297.0,312.0,9.4,15.4,16.3,100,779.3,0,0,
2020-07-02 04:10:00,2020-07-02 09:10:00,295.0,324.0,8,15.4,16.3,100,779.3,0,0,
2020-07-02 04:00:00,2020-07-02 09:00:00,289.0,292.0,8.3,13.7,16.3,100,779.3,0,0,
2020-07-02 03:50:00,2020-07-02 08:50:00,285.0,300.0,7.8,17.2,16.4,100,779.4,0,0,
2020-07-02 03:40:00,2020-07-02 08:40:00,286.0,295.0,10.2,17.7,16.4,100,779.3,0,0,
2020-07-02 03:30:00,2020-07-02 08:30:00,291.0,291.0,7.6,13.1,16.4,100,779.3,0,0,
2020-07-02 03:20:00,2020-07-02 08:20:00,290.0,310.0,6.7,12,16.5,100,779.4,0,0,
2020-07-02 03:10:00,2020-07-02 08:10:00,284.0,272.0,8.1,15.4,16.6,100,779.5,0,0,
2020-07-02 03:00:00,2020-07-02 08:00:00,280.0,275.0,6.9,10.8,16.7,100,779.5,0,0,
2020-07-02 02:50:00,2020-07-02 07:50:00,274.0,270.0,6.5,12.5,16.8,100,779.7,0,0,
2020-07-02 02:40:00,2020-07-02 07:40:00,273.0,301.0,7.3,13.7,16.9,100,779.8,0,0,
2020-07-02 02:30:00,2020-07-02 07:30:00,277.0,297.0,7.6,12.5,16.9,100,779.7,0,0,
2020-07-02 02:20:00,2020-07-02 07:20:00,272.0,265.0,6.1,9.1,16.9,100,779.8,0,0,
2020-07-02 02:10:00,2020-07-02 07:10:00,284.0,294.0,7.8,13.7,17,100,779.9,0,0,
2020-07-02 02:00:00,2020-07-02 07:00:00,272.0,277.0,8.3,14.3,17.1,100,779.9,0,0,
2020-07-02 01:50:00,2020-07-02 06:50:00,266.0,257.0,8,12.5,17.2,100,780,0,0,
2020-07-02 01:40:00,2020-07-02 06:40:00,266.0,275.0,7.1,10.8,17.4,100,780.1,0,0,
2020-07-02 01:30:00,2020-07-02 06:30:00,258.0,279.0,7.3,11.4,17.4,100,780.1,0,0,
2020-07-02 01:20:00,2020-07-02 06:20:00,265.0,259.0,6,10.8,17.3,100,780.2,0,0,
2020-07-02 01:10:00,2020-07-02 06:10:00,264.0,275.0,6.6,11.4,17.2,100,780.1,0,0,
2020-07-02 01:00:00,2020-07-02 06:00:00,265.0,248.0,6.2,10.2,17.3,100,780.1,0,0,
2020-07-02 00:50:00,2020-07-02 05:50:00,257.0,244.0,9,13.1,17.3,100,780.2,0,0,
2020-07-02 00:40:00,2020-07-02 05:40:00,250.0,250.0,8.6,12,17.3,100,780.3,0,0,
2020-07-02 00:30:00,2020-07-02 05:30:00,253.0,238.0,9.1,13.7,17.3,100,780.3,0,0,
2020-07-02 00:20:00,2020-07-02 05:20:00,254.0,256.0,10.7,17.2,17.3,100,780.2,0,0,
2020-07-02 00:10:00,2020-07-02 05:10:00,243.0,225.0,12.1,18.3,17.3,100,780,0,0,
2020-07-02 00:00:00,2020-07-02 05:00:00,246.0,248.0,11.6,21.2,17.3,100,780,0,0,
2020-07-01 23:50:00,2020-07-02 04:50:00,231.0,247.0,10.6,16.6,17.4,100,780,0,0,
2020-07-01 23:40:00,2020-07-02 04:40:00,248.0,254.0,11.4,14.9,17.4,100,780,0,0,
2020-07-01 23:30:00,2020-07-02 04:30:00,253.0,260.0,10.3,16.6,17.4,100,780,0,0,
2020-07-01 23:20:00,2020-07-02 04:20:00,255.0,248.0,9.9,16.6,17.5,100,779.8,0,0,
2020-07-01 23:10:00,2020-07-02 04:10:00,257.0,268.0,10.5,15.4,17.5,98,779.7,0,0,
2020-07-01 23:00:00,2020-07-02 04:00:00,261.0,277.0,13.1,21.8,18,96,779.7,0,0,
2020-07-01 22:50:00,2020-07-02 03:50:00,276.0,271.0,10.3,20.6,18.9,91,779.6,0,0,
2020-07-01 22:40:00,2020-07-02 03:40:00,272.0,278.0,7.1,13.1,19.6,81,779.5,0,0,
2020-07-01 22:30:00,2020-07-02 03:30:00,242.0,257.0,3.9,6.2,19.7,76,779.5,0,0,
2020-07-01 22:20:00,2020-07-02 03:20:00,190.0,180.0,2.6,4.5,19.7,77,779.4,0,0,
2020-07-01 22:10:00,2020-07-02 03:10:00,206.0,228.0,2.9,3.9,19.6,79,779.3,0,0,
2020-07-01 22:00:00,2020-07-02 03:00:00,227.0,248.0,2.3,3.9,19.7,81,779.3,0,0,
2020-07-01 21:50:00,2020-07-02 02:50:00,157.0,126.0,4.3,6.2,19.7,81,779.2,0,0,
2020-07-01 21:40:00,2020-07-02 02:40:00,214.0,245.0,4.4,5.6,19.6,80,779.2,0,0,
2020-07-01 21:30:00,2020-07-02 02:30:00,247.0,237.0,4.4,6.8,19.4,81,779.1,0,0,
2020-07-01 21:20:00,2020-07-02 02:20:00,334.0,351.0,0,0,19.3,82,779,0,0,
2020-07-01 21:10:00,2020-07-02 02:10:00,353.0,351.0,1.9,2.8,19.2,83,778.9,0,0,
2020-07-01 21:00:00,2020-07-02 02:00:00,11.0,11.0,2.1,3.3,19.1,83,778.7,0,0,
2020-07-01 20:50:00,2020-07-02 01:50:00,15.0,342.0,2.4,5.6,19.2,82,778.6,0,0,
2020-07-01 20:40:00,2020-07-02 01:40:00,17.0,22.0,4.1,6.8,19.1,83,778.6,0,0,
2020-07-01 20:30:00,2020-07-02 01:30:00,67.0,41.0,5.4,8.5,19,82,778.6,0,0,
2020-07-01 20:20:00,2020-07-02 01:20:00,55.0,47.0,9.7,16.6,18.8,81,778.4,0,0,
2020-07-01 20:10:00,2020-07-02 01:10:00,71.0,58.0,10.4,18.9,18.6,83,778.4,0,2,
2020-07-01 20:00:00,2020-07-02 01:00:00,96.0,100.0,7.5,16,18.3,86,778.4,0,4,
2020-07-01 19:50:00,2020-07-02 00:50:00,92.0,113.0,8.5,14.9,18.2,91,778.2,0,7,
2020-07-01 19:40:00,2020-07-02 00:40:00,52.0,50.0,13.1,20.6,18.3,90,777.9,0,11,
2020-07-01 19:30:00,2020-07-02 00:30:00,47.0,47.0,16,24.6,18.8,83,777.8,0,13,
2020-07-01 19:20:00,2020-07-02 00:20:00,55.0,44.0,14.4,23.5,19.2,86,777.6,0,18,
2020-07-01 19:10:00,2020-07-02 00:10:00,61.0,57.0,12.6,25.2,19.4,92,777.7,0,19,
2020-07-01 19:00:00,2020-07-02 00:00:00,53.0,45.0,8.9,16,19,91,777.6,0,37,
2020-07-01 18:50:00,2020-07-01 23:50:00,105.0,72.0,5.1,7.9,18.4,98,777.4,0,68,
2020-07-01 18:40:00,2020-07-01 23:40:00,108.0,91.0,9.1,15.4,17.9,98,777.4,0.25,46,
2020-07-01 18:30:00,2020-07-01 23:30:00,80.0,65.0,12,20.6,18.5,87,777.4,2.03,38,
2020-07-01 18:20:00,2020-07-01 23:20:00,58.0,62.0,20.9,35,22,67,777.3,1.02,26,
2020-07-01 18:10:00,2020-07-01 23:10:00,13.0,24.0,17.5,31,23.4,52,777,0,29,
2020-07-01 18:00:00,2020-07-01 23:00:00,15.0,4.0,19.6,36.2,24,48,776.7,0,30,
2020-07-01 17:50:00,2020-07-01 22:50:00,21.0,3.0,19.1,33.9,24.7,44,776.6,0,47,
2020-07-01 17:40:00,2020-07-01 22:40:00,27.0,26.0,6.7,10.8,25,42,776.5,0,80,
2020-07-01 17:30:00,2020-07-01 22:30:00,52.0,85.0,8.1,16,25.2,42,776.6,0,99,
2020-07-01 17:20:00,2020-07-01 22:20:00,116.0,89.0,9.5,18.3,25.3,42,776.6,0,94,
2020-07-01 17:10:00,2020-07-01 22:10:00,139.0,122.0,8,12.5,25.5,39,776.7,0,120,
2020-07-01 17:00:00,2020-07-01 22:00:00,110.0,116.0,10.3,16,25.6,38,776.8,0,193,
2020-07-01 16:50:00,2020-07-01 21:50:00,120.0,108.0,8.7,16.6,26,37,776.9,0,239,
2020-07-01 16:40:00,2020-07-01 21:40:00,86.0,103.0,7,15.4,26.4,37,777.1,0,337,
2020-07-01 16:30:00,2020-07-01 21:30:00,103.0,69.0,6.7,12,26.8,36,777.3,0,466,
2020-07-01 16:20:00,2020-07-01 21:20:00,66.0,8.0,8.3,18.3,27.2,35,777.4,0,807,
2020-07-01 16:10:00,2020-07-01 21:10:00,353.0,357.0,6.5,11.4,27.2,36,777.5,0,783,
2020-07-01 16:00:00,2020-07-01 21:00:00,356.0,65.0,6.8,13.7,26.8,36,777.6,0,848,
2020-07-01 15:50:00,2020-07-01 20:50:00,81.0,147.0,7.9,13.7,26.1,39,777.7,0,788,
2020-07-01 15:40:00,2020-07-01 20:40:00,72.0,150.0,8.2,14.3,26.1,39,777.8,0,819,
2020-07-01 15:30:00,2020-07-01 20:30:00,114.0,68.0,10,20.6,25.7,40,778,0,1024,
2020-07-01 15:20:00,2020-07-01 20:20:00,86.0,61.0,7.3,13.7,25.3,41,778.3,0,1021,
2020-07-01 15:10:00,2020-07-01 20:10:00,351.0,22.0,10.8,22.3,25.8,41,778.3,0,1039,
2020-07-01 15:00:00,2020-07-01 20:00:00,313.0,319.0,10.1,17.7,25.8,41,778.5,0,812,
2020-07-01 14:50:00,2020-07-01 19:50:00,195.0,152.0,6.9,12,25.3,42,778.7,0,1102,
2020-07-01 14:40:00,2020-07-01 19:40:00,3.0,11.0,11.1,21.8,25,44,778.8,0,892,
2020-07-01 14:30:00,2020-07-01 19:30:00,1.0,26.0,11.8,22.3,25.1,43,778.9,0,865,
2020-07-01 14:20:00,2020-07-01 19:20:00,54.0,32.0,9.9,20,25.2,43,779,0,1112,
2020-07-01 14:10:00,2020-07-01 19:10:00,41.0,22.0,7.7,16,25.2,44,779.1,0,1125,
2020-07-01 14:00:00,2020-07-01 19:00:00,36.0,82.0,10.2,20.6,25,45,779.2,0,1121,
2020-07-01 13:50:00,2020-07-01 18:50:00,35.0,337.0,9.3,18.9,25.3,46,779.2,0,1087,
2020-07-01 13:40:00,2020-07-01 18:40:00,56.0,39.0,6.9,13.7,25.3,46,779.3,0,1047,
2020-07-01 13:30:00,2020-07-01 18:30:00,106.0,92.0,6.7,14.3,24.6,47,779.4,0,1102,
2020-07-01 13:20:00,2020-07-01 18:20:00,107.0,120.0,8.2,16,24.7,47,779.5,0,1133,
2020-07-01 13:10:00,2020-07-01 18:10:00,70.0,54.0,7.8,14.3,24.5,48,779.6,0,1088,
2020-07-01 13:00:00,2020-07-01 18:00:00,79.0,65.0,8.1,20,24.6,47,779.8,0,1146,
2020-07-01 12:50:00,2020-07-01 17:50:00,113.0,114.0,5.6,12,24.4,49,779.9,0,1128,
2020-07-01 12:40:00,2020-07-01 17:40:00,22.0,37.0,7.6,11.4,23.2,53,780,0,1068,
2020-07-01 12:30:00,2020-07-01 17:30:00,78.0,54.0,10.4,18.9,23.3,53,780,0,1078,
2020-07-01 12:20:00,2020-07-01 17:20:00,116.0,98.0,9.3,16.6,22.9,55,780.1,0,1050,
2020-07-01 12:10:00,2020-07-01 17:10:00,108.0,122.0,10.3,22.3,23.5,54,780.2,0,1034,
2020-07-01 12:00:00,2020-07-01 17:00:00,354.0,97.0,5.4,10.2,23.1,56,780.3,0,961,
2020-07-01 11:50:00,2020-07-01 16:50:00,88.0,78.0,6.7,15.4,22.9,58,780.3,0,895,
2020-07-01 11:40:00,2020-07-01 16:40:00,15.0,66.0,6.3,13.1,22.6,59,780.3,0,937,
2020-07-01 11:30:00,2020-07-01 16:30:00,71.0,79.0,6.9,12.5,22,61,780.4,0,922,
2020-07-01 11:20:00,2020-07-01 16:20:00,37.0,29.0,8.5,12.5,21.5,64,780.3,0,892,
2020-07-01 11:10:00,2020-07-01 16:10:00,91.0,87.0,8.7,13.7,21.3,64,780.3,0,872,
2020-07-01 11:00:00,2020-07-01 16:00:00,87.0,69.0,8.7,14.9,21.2,65,780.3,0,827,
2020-07-01 10:50:00,2020-07-01 15:50:00,146.0,123.0,8.6,13.7,21.4,66,780.3,0,851,
2020-07-01 10:40:00,2020-07-01 15:40:00,94.0,104.0,5.4,10.8,21.5,66,780.4,0,480,
2020-07-01 10:30:00,2020-07-01 15:30:00,152.0,105.0,7.6,13.7,21.1,66,780.4,0,758,
2020-07-01 10:20:00,2020-07-01 15:20:00,49.0,107.0,4.9,11.4,21.2,68,780.4,0,702,
2020-07-01 10:10:00,2020-07-01 15:10:00,80.0,79.0,6.1,12.5,20.5,72,780.4,0,641,
2020-07-01 10:00:00,2020-07-01 15:00:00,48.0,89.0,8.6,12.5,20.4,75,780.4,0,621,
2020-07-01 09:50:00,2020-07-01 14:50:00,55.0,18.0,5.2,12,20.4,76,780.4,0,592,
2020-07-01 09:40:00,2020-07-01 14:40:00,220.0,121.0,2.9,6.2,19.5,82,780.4,0,560,
2020-07-01 09:30:00,2020-07-01 14:30:00,91.0,54.0,3.4,6.8,19,86,780.5,0,250,
2020-07-01 09:20:00,2020-07-01 14:20:00,48.0,42.0,5.7,12.5,19.3,85,780.5,0,317,
2020-07-01 09:10:00,2020-07-01 14:10:00,96.0,102.0,4.9,9.7,19.3,89,780.4,0,378,
2020-07-01 09:00:00,2020-07-01 14:00:00,59.0,25.0,3.9,6.2,18.9,97,780.4,0,296,
2020-07-01 08:50:00,2020-07-01 13:50:00,346.0,25.0,4.1,6.8,18.8,99,780.4,0,299,
2020-07-01 08:40:00,2020-07-01 13:40:00,326.0,316.0,3,6.8,18.7,100,780.4,0,267,
2020-07-01 08:30:00,2020-07-01 13:30:00,347.0,328.0,3.5,5.6,18.2,100,780.4,0,226,
2020-07-01 08:20:00,2020-07-01 13:20:00,262.0,252.0,3.6,6.2,17.8,100,780.3,0,191,
2020-07-01 08:10:00,2020-07-01 13:10:00,269.0,258.0,4.6,7.4,17.3,100,780.2,0,159,
2020-07-01 08:00:00,2020-07-01 13:00:00,247.0,259.0,3.7,5.1,16.9,100,780.2,0,140,
2020-07-01 07:50:00,2020-07-01 12:50:00,250.0,257.0,4.5,5.6,16.4,100,780.1,0,105,
2020-07-01 07:40:00,2020-07-01 12:40:00,251.0,261.0,4.6,6.2,16.1,100,780.1,0,78,
2020-07-01 07:30:00,2020-07-01 12:30:00,255.0,262.0,5.2,7.4,15.8,100,779.9,0,49,
2020-07-01 07:20:00,2020-07-01 12:20:00,242.0,237.0,6,7.4,15.8,100,779.9,0,22,
2020-07-01 07:10:00,2020-07-01 12:10:00,229.0,236.0,5.3,7.4,15.8,100,779.8,0,5,
2020-07-01 07:00:00,2020-07-01 12:00:00,246.0,240.0,5.4,6.8,15.6,100,779.7,0,0,
2020-07-01 06:50:00,2020-07-01 11:50:00,268.0,289.0,3.6,5.6,15.7,100,779.6,0,0,
2020-07-01 06:40:00,2020-07-01 11:40:00,293.0,279.0,4.9,6.2,16,100,779.5,0,0,
2020-07-01 06:30:00,2020-07-01 11:30:00,312.0,318.0,6,7.4,16.3,100,779.5,0,0,
2020-07-01 06:20:00,2020-07-01 11:20:00,321.0,323.0,5.2,6.2,16.3,100,779.4,0,0,
2020-07-01 06:10:00,2020-07-01 11:10:00,29.0,45.0,4.3,5.6,16.4,100,779.4,0,0,
2020-07-01 06:00:00,2020-07-01 11:00:00,38.0,36.0,4.9,6.2,16.3,100,779.4,0,0,
2020-07-01 05:50:00,2020-07-01 10:50:00,76.0,62.0,2.8,3.9,16.2,100,779.3,0,0,
2020-07-01 05:40:00,2020-07-01 10:40:00,196.0,258.0,0,0,16.3,100,779.3,0,0,
2020-07-01 05:30:00,2020-07-01 10:30:00,251.0,258.0,3.1,4.5,16.5,100,779.2,0,0,
2020-07-01 05:20:00,2020-07-01 10:20:00,264.0,258.0,1.9,3.9,16.5,100,779.2,0,0,
2020-07-01 05:10:00,2020-07-01 10:10:00,255.0,251.0,3.5,5.1,16.5,100,779.2,0,0,
2020-07-01 05:00:00,2020-07-01 10:00:00,246.0,240.0,3.7,5.1,16.6,100,779.1,0,0,
2020-07-01 04:50:00,2020-07-01 09:50:00,249.0,262.0,2.7,5.6,16.5,100,779.1,0,0,
2020-07-01 04:40:00,2020-07-01 09:40:00,251.0,250.0,6.1,8.5,16.6,100,779.1,0,0,
2020-07-01 04:30:00,2020-07-01 09:30:00,254.0,257.0,4.8,6.2,16.8,100,779,0,0,
2020-07-01 04:20:00,2020-07-01 09:20:00,243.0,243.0,4.1,5.6,16.9,100,778.9,0,0,
2020-07-01 04:10:00,2020-07-01 09:10:00,234.0,257.0,4.8,6.8,17,100,778.9,0,0,
2020-07-01 04:00:00,2020-07-01 09:00:00,198.0,187.0,2,3.9,17,100,778.9,0,0,
2020-07-01 03:50:00,2020-07-01 08:50:00,174.0,174.0,3.2,4.5,16.8,100,778.9,0,0,
2020-07-01 03:40:00,2020-07-01 08:40:00,234.0,201.0,2.4,3.9,16.5,100,779,0,0,
2020-07-01 03:30:00,2020-07-01 08:30:00,265.0,296.0,2.1,3.9,16.5,100,779,0,0,
2020-07-01 03:20:00,2020-07-01 08:20:00,259.0,246.0,2.3,3.3,16.7,98,779,0,0,
2020-07-01 03:10:00,2020-07-01 08:10:00,210.0,155.0,2.1,3.9,16.9,94,778.9,0,0,
2020-07-01 03:00:00,2020-07-01 08:00:00,225.0,236.0,3.1,4.5,16.9,92,778.8,0,0,
2020-07-01 02:50:00,2020-07-01 07:50:00,242.0,257.0,2.6,4.5,17.1,90,778.9,0,0,
2020-07-01 02:40:00,2020-07-01 07:40:00,229.0,216.0,6,9.1,17.2,88,779,0,0,
2020-07-01 02:30:00,2020-07-01 07:30:00,237.0,229.0,6.6,8.5,17.2,89,779.1,0,0,
2020-07-01 02:20:00,2020-07-01 07:20:00,220.0,202.0,5.3,7.4,17.3,89,779.2,0,0,
2020-07-01 02:10:00,2020-07-01 07:10:00,219.0,201.0,5.5,8.5,17.3,89,779.2,0,0,
2020-07-01 02:00:00,2020-07-01 07:00:00,211.0,187.0,4.6,6.2,17.4,88,779.2,0,0,
2020-07-01 01:50:00,2020-07-01 06:50:00,238.0,242.0,5.6,8.5,17.4,87,779.2,0,0,
2020-07-01 01:40:00,2020-07-01 06:40:00,261.0,250.0,4.8,7.4,17.4,87,779.3,0,0,
2020-07-01 01:30:00,2020-07-01 06:30:00,221.0,200.0,4.2,6.2,17.6,87,779.4,0,0,
2020-07-01 01:20:00,2020-07-01 06:20:00,230.0,230.0,4.2,6.8,17.7,86,779.5,0,0,
2020-07-01 01:10:00,2020-07-01 06:10:00,214.0,230.0,6.6,9.7,17.7,85,779.6,0,0,
2020-07-01 01:00:00,2020-07-01 06:00:00,213.0,208.0,8.5,14.3,17.7,86,779.6,0,0,
2020-07-01 00:50:00,2020-07-01 05:50:00,222.0,220.0,7.4,10.2,17.7,86,779.5,0,0,
2020-07-01 00:40:00,2020-07-01 05:40:00,234.0,249.0,7.2,10.2,17.6,85,779.4,0,0,
2020-07-01 00:30:00,2020-07-01 05:30:00,252.0,238.0,7.1,11.4,17.7,86,779.4,0,0,
2020-07-01 00:20:00,2020-07-01 05:20:00,245.0,248.0,6,9.1,17.8,87,779.6,0,0,
2020-07-01 00:10:00,2020-07-01 05:10:00,222.0,214.0,5.8,10.2,17.9,86,779.7,0,0,
2020-07-01 00:00:00,2020-07-01 05:00:00,227.0,242.0,6.9,10.8,17.9,88,779.8,0,0,
2020-06-30 23:50:00,2020-07-01 04:50:00,241.0,253.0,9.5,14.3,18,90,779.8,0,0,
2020-06-30 23:40:00,2020-07-01 04:40:00,238.0,243.0,10.8,17.7,18.2,93,779.5,0,0,
2020-06-30 23:30:00,2020-07-01 04:30:00,242.0,245.0,13.4,21.8,19,85,779.3,0,0,
2020-06-30 23:20:00,2020-07-01 04:20:00,256.0,259.0,5.7,12,19.4,81,779.1,0,0,
2020-06-30 23:10:00,2020-07-01 04:10:00,217.0,215.0,3.8,6.8,19.6,79,779,0,0,
2020-06-30 23:00:00,2020-07-01 04:00:00,205.0,200.0,6.6,10.8,19.7,79,779.1,0,0,
2020-06-30 22:50:00,2020-07-01 03:50:00,181.0,173.0,8.7,13.1,20,81,779,0,0,
2020-06-30 22:40:00,2020-07-01 03:40:00,171.0,187.0,8.3,17.2,20.5,78,779,0,0,
2020-06-30 22:30:00,2020-07-01 03:30:00,122.0,126.0,3,4.5,20.6,73,778.8,0,0,
2020-06-30 22:20:00,2020-07-01 03:20:00,47.0,110.0,0,0,20.6,72,778.7,0,0,
2020-06-30 22:10:00,2020-07-01 03:10:00,90.0,110.0,2.6,3.9,20.6,72,778.6,0,0,
2020-06-30 22:00:00,2020-07-01 03:00:00,116.0,121.0,3.8,5.1,20.4,74,778.6,0,0,
2020-06-30 21:50:00,2020-07-01 02:50:00,148.0,130.0,1.6,2.2,20.2,76,778.5,0,0,
2020-06-30 21:40:00,2020-07-01 02:40:00,182.0,64.0,0,0,20.1,76,778.4,0,0,
2020-06-30 21:30:00,2020-07-01 02:30:00,208.0,64.0,0,0,20.2,76,778.4,0,0,
2020-06-30 21:20:00,2020-07-01 02:20:00,75.0,64.0,1.9,4.5,20.4,75,778.4,0,0,
2020-06-30 21:10:00,2020-07-01 02:10:00,26.0,17.0,4.1,8.5,20.4,75,778.5,0,0,
2020-06-30 21:00:00,2020-07-01 02:00:00,59.0,60.0,5.8,9.7,20.3,75,778.5,0,0,
2020-06-30 20:50:00,2020-07-01 01:50:00,333.0,15.0,3.3,6.2,20.4,75,778.3,0,0,
2020-06-30 20:40:00,2020-07-01 01:40:00,32.0,13.0,8.3,14.9,20.6,74,778.2,0,0,
2020-06-30 20:30:00,2020-07-01 01:30:00,25.0,48.0,7.3,9.7,20.7,76,778.1,0,0,
2020-06-30 20:20:00,2020-07-01 01:20:00,13.0,9.0,4.2,10.2,20.7,76,777.9,0,0,
2020-06-30 20:10:00,2020-07-01 01:10:00,28.0,39.0,6.5,9.7,20.7,76,777.9,0,6,
2020-06-30 20:00:00,2020-07-01 01:00:00,17.0,38.0,4.6,9.7,20.6,76,777.8,0,12,
2020-06-30 19:50:00,2020-07-01 00:50:00,45.0,46.0,5.6,9.1,20.5,76,777.6,0,21,
2020-06-30 19:40:00,2020-07-01 00:40:00,53.0,81.0,6.1,9.7,20.5,77,777.3,0,32,
2020-06-30 19:30:00,2020-07-01 00:30:00,60.0,16.0,7.3,12,20.6,76,777.2,0,39,
2020-06-30 19:20:00,2020-07-01 00:20:00,49.0,7.0,6.4,10.2,20.7,75,777.2,0,35,
2020-06-30 19:10:00,2020-07-01 00:10:00,65.0,93.0,7.9,14.9,20.7,74,777.3,0,27,
2020-06-30 19:00:00,2020-07-01 00:00:00,62.0,66.0,10.7,17.7,20.8,73,777.2,0,22,
2020-06-30 18:50:00,2020-06-30 23:50:00,43.0,33.0,11.2,18.3,21,72,777.3,0,17,
2020-06-30 18:40:00,2020-06-30 23:40:00,40.0,50.0,15.7,25.8,21.5,71,777.3,0,16,
2020-06-30 18:30:00,2020-06-30 23:30:00,42.0,32.0,15.9,33.9,22,69,777.4,0,15,
2020-06-30 18:20:00,2020-06-30 23:20:00,35.0,26.0,20.9,31.6,22.4,67,777.3,0,17,
2020-06-30 18:10:00,2020-06-30 23:10:00,29.0,20.0,23,37.3,23.4,63,777.2,0,22,
2020-06-30 18:00:00,2020-06-30 23:00:00,63.0,31.0,12.4,28.7,24.8,47,777,0,38,
2020-06-30 17:50:00,2020-06-30 22:50:00,71.0,68.0,8.5,11.4,25,44,776.8,0,68,
2020-06-30 17:40:00,2020-06-30 22:40:00,92.0,111.0,7.1,12,25.4,44,776.9,0,97,
2020-06-30 17:30:00,2020-06-30 22:30:00,130.0,141.0,7.9,13.1,25.9,43,777,0,181,
2020-06-30 17:20:00,2020-06-30 22:20:00,236.0,184.0,6.4,12.5,26.5,42,776.9,0,431,
2020-06-30 17:10:00,2020-06-30 22:10:00,218.0,193.0,5.8,10.2,26.2,43,777.1,0,525,
2020-06-30 17:00:00,2020-06-30 22:00:00,129.0,88.0,6.4,12.5,26,43,777.3,0,443,
2020-06-30 16:50:00,2020-06-30 21:50:00,109.0,91.0,9.4,18.9,26,43,777.4,0,779,
2020-06-30 16:40:00,2020-06-30 21:40:00,211.0,130.0,8.1,16,26.3,43,777.4,0,781,
2020-06-30 16:30:00,2020-06-30 21:30:00,80.0,121.0,6,10.8,25.6,45,777.4,0,822,
2020-06-30 16:20:00,2020-06-30 21:20:00,143.0,135.0,5.3,7.9,25,47,777.7,0,739,
2020-06-30 16:10:00,2020-06-30 21:10:00,121.0,124.0,5.8,10.8,25,49,777.8,0,408,
2020-06-30 16:00:00,2020-06-30 21:00:00,92.0,65.0,5.2,7.9,24.7,50,778,0,515,
2020-06-30 15:50:00,2020-06-30 20:50:00,89.0,102.0,7,13.1,24.5,50,778.2,0,364,
2020-06-30 15:40:00,2020-06-30 20:40:00,121.0,126.0,7.1,11.4,24.4,50,778.3,0,340,
2020-06-30 15:30:00,2020-06-30 20:30:00,152.0,146.0,7.6,11.4,24.4,50,778.4,0,328,
2020-06-30 15:20:00,2020-06-30 20:20:00,138.0,134.0,9.2,16.6,24.5,50,778.5,0,342,
2020-06-30 15:10:00,2020-06-30 20:10:00,128.0,114.0,6.1,11.4,24.9,51,778.7,0,456,
2020-06-30 15:00:00,2020-06-30 20:00:00,93.0,109.0,5.7,10.8,24.6,52,778.7,0,403,
2020-06-30 14:50:00,2020-06-30 19:50:00,21.0,8.0,4.4,10.2,24.4,54,778.8,0,368,
2020-06-30 14:40:00,2020-06-30 19:40:00,287.0,16.0,4.8,13.1,24.4,54,778.9,0,429,
2020-06-30 14:30:00,2020-06-30 19:30:00,95.0,106.0,9,14.9,24.3,54,779,0,579,
2020-06-30 14:20:00,2020-06-30 19:20:00,115.0,135.0,7.7,13.1,24.1,56,779.1,0,777,
2020-06-30 14:10:00,2020-06-30 19:10:00,58.0,38.0,7.4,10.8,23.8,57,779.2,0,697,
2020-06-30 14:00:00,2020-06-30 19:00:00,26.0,82.0,7.8,17.7,23.9,58,779.3,0,639,
2020-06-30 13:50:00,2020-06-30 18:50:00,127.0,140.0,6.6,11.4,23.6,58,779.4,0,724,
2020-06-30 13:40:00,2020-06-30 18:40:00,120.0,141.0,6.5,13.7,23.6,58,779.5,0,650,
2020-06-30 13:30:00,2020-06-30 18:30:00,31.0,23.0,7,11.4,23.2,60,779.6,0,828,
2020-06-30 13:20:00,2020-06-30 18:20:00,1.0,39.0,7.5,14.9,23,59,779.7,0,529,
2020-06-30 13:10:00,2020-06-30 18:10:00,279.0,23.0,5.9,10.2,22.9,60,779.8,0,549,
2020-06-30 13:00:00,2020-06-30 18:00:00,17.0,29.0,9,14.9,22.5,61,779.9,0,818,
